price,mileage,power,make_model,date,fuel,gear,offer_type
8000,100,10.0,Piaggio,07/1958,Gasoline,Manual,Used
7800,22000,110.0,Ducati Hypermotard 1100,07/2011,Gasoline,Manual,Used
14800,18844,206.15759843345688,BMW R 1200 GS,01/2016,Gasoline,Manual,Used
6500,19000,73.0,Ducati,08/2015,Gasoline,Manual,Used
15300,1690,75.0,Harley-Davidson Heritage Softail,04/2017,Gasoline,Manual,Used
8400,30000,61.0,BMW R 1200 C Montauk,10/2004,Gasoline,Manual,Used
1000,19000,10.0,SYM Symphony 125,10/2014,Gasoline,Manual,Used
16000,580,87.0,Harley-Davidson Low Rider,06/2019,Gasoline,Manual,Used
1999,20000,24.0,Kymco Xciting 300i,07/2010,Gasoline,Manual,Used
799,4585,7.0,Zongshen,03/2019,Gasoline,Automatic,Used
9500,14458,95.0,Kawasaki Z 900,03/2018,Gasoline,Manual,Used
7990,12032,206.15759843345688,Honda CB 1000,04/2017,Gasoline,Manual,Used
33190,0,206.15759843345688,Ducati,01/2020,Gasoline,Manual,New
99,10,69.0,Yamaha RD 500,01/1984,Gasoline,Manual,Used
6000,29000,132.0,KTM 990 Super Duke,08/2010,Gasoline,Manual,Used
4000,10,27.0,Husqvarna SM 125,07/2021,Two Stroke Gasoline,Manual,Used
3800,18500,98.0,Suzuki GSR 600,08/2007,Gasoline,Manual,Used
12999,20000,121.0,Harley-Davidson Night Rod,09/2005,Gasoline,Manual,Used
31990,3700,206.15759843345688,Honda GL 1800,03/2020,Gasoline,Manual,Used
11000,10303,110.0,BMW R nineT,04/2015,Gasoline,Manual,Used
2050,20000,20.0,Yamaha X-Max 250,01/2010,Gasoline,Manual,Used
34900,5380,122.0,Harley-Davidson Night Rod,04/2015,Gasoline,Manual,Used
5200,80000,101.0,BMW R 1200 GS,03/2007,Gasoline,Manual,Used
9500,3876,206.15759843345688,Yamaha TMAX 530,09/2017,Gasoline,Manual,Used
26489,1050,215.0,Ducati Panigale V4,12/2020,Gasoline,Manual,Used
15990,29850,125.0,BMW R 1200 GS,06/2016,Gasoline,Manual,Used
2100,70000,97.0,Honda Hornet,04/2003,Gasoline,Manual,Used
11199,52500,73.0,Harley-Davidson Dyna Street Bob,07/2009,Gasoline,Manual,Used
22490,615,207.0,BMW S 1000 RR,02/2021,Gasoline,Manual,Demonstration
9999999,9999999,12.0,Kawasaki 400 S3,04/2019,Gasoline,Manual,Used
3150,29060,86.0,Suzuki GSX 750,06/2002,Gasoline,Manual,Used
16000,13000,52.0,Moto Guzzi 750 S,07/1974,Gasoline,Manual,Used
12950,15160,68.0,Harley-Davidson Softail,06/2005,Gasoline,Manual,Used
19600,14000,1.0,Harley-Davidson Heritage Softail,05/2007,Gasoline,Manual,Used
8990,3790,46.0,Yamaha TMAX 530,08/2016,Gasoline,Manual,Used
6750,1219,34.0,BMW C 400 GT,07/2019,Gasoline,Manual,Used
15500,38000,101.0,Harley-Davidson Street Glide,06/2013,Gasoline,Manual,Used
750,50,49.0,Znen,12/2017,Gasoline,Manual,Used
6000,50000,680.0,Benelli Leoncino,04/2016,Gasoline,Manual,Used
3600,900,18.0,Suzuki Burgman 200,04/2021,Gasoline,Manual,Used
1500,36065,15.0,Yamaha X-Max 250,01/2010,Gasoline,Manual,Used
6200,62000,86.0,BMW F 800 GS,08/2009,Gasoline,Manual,Used
9878,2890,110.0,BMW R nineT,04/2015,Gasoline,Manual,Used
18800,9700,185.0,BMW R 1250 RT,03/2019,Gasoline,Manual,Used
850,5837,4.0,Razory R05,04/2016,Gasoline,Manual,Used
15990,11065,137.0,MV Agusta F4 750,06/2002,Gasoline,Manual,Used
15990,24890,125.0,BMW R 1200 GS LC,06/2017,Gasoline,Semi-automatic,Used
21999,16500,101.0,Harley-Davidson Street Glide,01/2014,Gasoline,Manual,Used
5210,48000,60.0,Honda XRV 750,03/1994,Gasoline,Manual,Used
12800,34000,125.0,BMW R 1200 GS,11/2014,Gasoline,Manual,Used
14000,46000,86.0,Harley-Davidson Electra Glide,01/2010,Gasoline,Manual,Used
250,23000,7.0,Aprilia Scarabeo,07/2007,Gasoline,Manual,Used
9900,6900,11632.0,BMW R nineT,04/2016,Gasoline,Manual,Used
55000,1500,215.0,Ducati 1299 Superleggera,04/2018,Gasoline,Manual,Used
1600,76000,20.0,Yamaha X-Max 250,01/2010,Gasoline,Manual,Used
6800,28400,116.0,KTM,09/2010,Gasoline,Manual,Used
6890,500,206.15759843345688,Honda,04/2017,Gasoline,Manual,Used
12795,1163,206.15759843345688,BMW,01/2020,Gasoline,Manual,Used
36495,1,206.15759843345688,Harley-Davidson,01/2021,Gasoline,Manual,New
13999,2300,206.15759843345688,Yamaha Niken,07/2019,Gasoline,Manual,Used
6100,17,206.15759843345688,Honda,01/2018,Gasoline,Manual,Used
6990,9851,206.15759843345688,Kawasaki,04/2019,Gasoline,Manual,Used
8900,70024,125.0,BMW R 1200 RS,06/2015,Gasoline,Manual,Used
1100,39000,29.0,Hyosung GT 250i,03/2009,Gasoline,Manual,Used
950,4507,8.0,Znen,08/2014,Gasoline,Automatic,Used
7800,23952,86.0,BMW F 800 GS Adventure,05/2015,Gasoline,Manual,Used
7900,101000,105.0,BMW R 1200 GS Adventure,11/2011,Gasoline,Manual,Used
2500,28000,16.0,Honda SH 150,07/2017,Two Stroke Gasoline,Manual,Used
600,9500,30.0,Kymco Agility 50,09/2015,Gasoline,Manual,Used
6000,1650,19.0,Polaris Sportsman 500,09/2009,Gasoline,Manual,Used
10000,2000,91.0,BMW R 100 RS,07/1982,Gasoline,Manual,Used
9690,13200,206.15759843345688,Honda CBR 1000,06/2013,Gasoline,Manual,Used
1200,7600,4.0,Yamaha Aerox,10/2014,Gasoline,Manual,Used
1450,1450,4.0,Kymco People 50,02/2017,Gasoline,Automatic,Used
16299,64500,84.0,Harley-Davidson Road King,04/2013,Gasoline,Manual,Used
8500,11000,117.0,MV Agusta Brutale 800,10/2016,Gasoline,Manual,Used
3969,0,206.15759843345688,Piaggio,01/2021,Gasoline,Manual,New
8500,18000,110.0,Ducati SuperSport,05/2017,Gasoline,Semi-automatic,Used
18700,9600,215.0,Ducati Panigale V4,03/2018,Gasoline,Manual,Used
1300,36000,224.0,Piaggio Beverly 250,03/2009,Gasoline,Manual,Used
850,23000,929.0,Kymco People 125,05/2009,Gasoline,Manual,Used
15800,5400,207.0,Ducati Multistrada 1260,02/2018,Gasoline,Manual,Used
1500,15000,10.0,Honda HM 50,10/2013,Two Stroke Gasoline,Manual,Used
10650,1021,206.15759843345688,Honda,01/2021,Gasoline,Manual,Used
6649,0,206.15759843345688,Vespa,01/2021,Gasoline,Manual,New
9499,0,69.0,Suzuki V-Strom 650,01/2019,Gasoline,Manual,New
6789,19999,41.0,Piaggio MP3 500,04/2014,Gasoline,Automatic,Used
7000,28000,52.0,Moto Guzzi V 7,04/1972,Gasoline,Manual,Used
2550,20000,12.0,Piaggio Medley 125,03/2018,Gasoline,Manual,Used
9700,7989,116.0,Yamaha MT-09,08/2018,Gasoline,Manual,Used
7000,55000,67.0,Harley-Davidson Dyna Super Glide,11/2005,Gasoline,Manual,Used
7450,2013,106.0,Yamaha FZ 8,01/2015,Gasoline,Manual,Used
2800,15000,26.0,Honda Forza 300,06/2013,Gasoline,Manual,Used
9700,22,48.0,BMW F 900 R,03/2021,Others,Manual,Demonstration
3929,0,206.15759843345688,Vespa Sprint,01/2021,Gasoline,Manual,New
9500,1000,48.0,Yamaha Raptor 700,04/2014,Gasoline,Manual,Used
1200,48000,215.0,Malaguti Password 250,06/2020,Gasoline,Manual,Used
22500,750,91.0,BMW R18,10/2020,Gasoline,Manual,Used
9800,5300,45.0,Yamaha TMAX 530,06/2019,Gasoline,Automatic,Used
9300,3700,86.0,Harley-Davidson Sportster Forty Eight,06/2012,Gasoline,Manual,Used
6200,17900,95.0,KTM 1050 Adventure,04/2015,Gasoline,Manual,Used
8950,10100,53.0,Harley-Davidson Sportster 883,05/2012,Gasoline,Manual,Used
16190,0,206.15759843345688,Ducati SuperSport,01/2021,Gasoline,Manual,New
2790,100,206.15759843345688,KTM,07/2017,Gasoline,Automatic,Used
1650,14000,3.0,Piaggio Liberty 50,02/2019,Gasoline,Manual,Used
18000,15600,79.0,Harley-Davidson Softail Slim,03/2013,Gasoline,Manual,Used
800,20000,10.0,Peugeot Tweet,10/2011,Gasoline,Manual,Used
17000,47950,121.0,Harley-Davidson VRSC Night Rod,04/2007,Gasoline,Manual,Used
9400,31000,175.0,BMW K 1300 S,09/2011,Gasoline,Manual,Used
9741,7655,116.0,Yamaha Niken,02/2019,Gasoline,Manual,Demonstration
6690,55638,206.15759843345688,Yamaha MT-09,10/2014,Gasoline,Manual,Used
350,5500,5.0,Peugeot V-Clic 50,06/2016,Gasoline,Manual,Used
27500,3100,126.0,Honda GL 1800,03/2021,Gasoline,Automatic,Used
9500,24000,95.0,KTM 790 Adventure,06/2019,Gasoline,Manual,Used
6955,15250,75.0,Yamaha XSR 700,04/2016,Gasoline,Manual,Used
7499,43083,110.0,Yamaha XT 1200,09/2013,Gasoline,Manual,Used
8500,40000,53.0,Harley-Davidson Sportster 883,07/2005,Gasoline,Manual,Used
15700,30000,101.0,BMW R 1200 GS Adventure,07/2016,Gasoline,Manual,Used
14690,17300,125.0,BMW R 1200 RT,03/2017,Gasoline,Manual,Used
1500,1130,8.0,Lambretta,12/2013,Gasoline,Manual,Used
7400,8400,54.0,Honda Integra,03/2019,Gasoline,Manual,Used
6300,35600,95.0,BMW R 1150 RT,08/2021,Gasoline,Manual,Used
2795,2523,12.0,Yamaha NMAX,09/2018,Gasoline,Manual,Used
1750,320,3.0,Niu N1S,06/2019,Others,Automatic,Used
17300,8200,84.0,Harley-Davidson Road King,11/2012,Gasoline,Manual,Used
7999,9850,48.0,Kawasaki VN 900,03/2015,Gasoline,Manual,Used
2350,1095,11.0,Piaggio Liberty 125,06/2019,Gasoline,Manual,Used
14400,700,95.0,BMW F 850 GS,03/2021,Gasoline,Manual,Used
8000,50000,80.0,BMW R 1100 GS,06/1999,Gasoline,Manual,Used
8400,8890,61.0,Moto Guzzi 1000 Convert,04/1984,Gasoline,Manual,Used
6150,2,48.0,Honda CB 500,07/2021,Gasoline,Manual,Demonstration
8100,14800,150.0,Suzuki GSX-R 750,04/2013,Gasoline,Manual,Used
9750,3500,150.0,Suzuki GSX-S 1000,01/2020,Gasoline,Manual,Used
8590,300,206.15759843345688,Gas Gas,01/2021,Gasoline,Manual,Used
9999,9200,54.0,Honda X-ADV,06/2018,Gasoline,Manual,Used
1600,6635,11.0,Honda CBF 125,06/2013,Gasoline,Manual,Used
21800,5672,154.0,Ducati XDiavel,02/2019,Gasoline,Manual,Used
7200,18180,46.0,Yamaha TMAX 530,05/2013,Gasoline,Automatic,Used
6000,6500,52.0,Kymco AK 550,08/2018,Gasoline,Manual,Used
13290,32399,160.0,KTM 1290 Super Adventure,05/2017,Gasoline,Manual,Used
550,14476,4.0,Aprilia SR 50,05/2009,Gasoline,Manual,Used
6850,12500,114.0,Suzuki GSX-S 750,08/2017,Gasoline,Manual,Used
7000,43000,94.0,Honda GL 1200,01/1985,Gasoline,Manual,Used
1300,18000,4.0,Aprilia SR 50,03/2017,Two Stroke Gasoline,Manual,Used
450,13000,11.0,Aprilia Sportcity ONE,06/2009,Gasoline,Automatic,Used
9250,15640,56.0,Honda X-ADV,07/2019,Gasoline,Automatic,Used
6700,19300,116.0,Yamaha MT-09,02/2014,Gasoline,Manual,Used
1350,17000,7.0,Aprilia Scarabeo,12/2016,Two Stroke Gasoline,Manual,Used
8158,0,48.0,Honda CB 500,01/2021,Gasoline,Manual,New
1300,1,5.0,Piaggio,05/2013,Gasoline,Manual,Used
2400,6165,124.0,Kymco Downtown 125i,10/2017,Gasoline,Manual,Used
8390,24576,116.0,KTM 990 Supermoto,07/2011,Gasoline,Manual,Used
14500,34685,206.15759843345688,BMW R 1200 GS,01/2017,Gasoline,Manual,Used
13500,36000,116.0,Triumph Tiger Explorer,02/2018,Gasoline,Manual,Used
7499,11000,144.0,MV Agusta Brutale 1090,06/2014,Gasoline,Manual,Used
2970,15740,15.0,Peugeot Satelis 125,06/2013,Gasoline,Automatic,Used
7690,19782,125.0,Suzuki GSX-R 600,02/2011,Gasoline,Manual,Used
6490,18456,106.0,Kawasaki Z 750,03/2012,Gasoline,Manual,Used
8900,11700,140.0,Ducati 848,08/2011,Gasoline,Manual,Used
6790,22136,75.0,Yamaha MT-07,03/2018,Gasoline,Manual,Used
16950,2787,116.0,Harley-Davidson,01/2004,Gasoline,Manual,Used
12990,600,116.0,Yamaha Niken,02/2020,Gasoline,Manual,Used
3900,46500,86.0,BMW F 800 ST,05/2011,Gasoline,Manual,Used
1100,4900,7.0,Generic XOR 50,07/2012,Gasoline,Manual,Used
7500,2900,90.0,BMW F 800,06/2016,Gasoline,Manual,Used
18999,7866,71.0,Harley-Davidson Heritage Springer,04/2005,Gasoline,Manual,Used
6900,2000,206.15759843345688,Royal Enfield Continental GT,02/2021,Gasoline,Manual,Used
16900,18156,158.0,Ducati Multistrada 1260,12/2019,Gasoline,Manual,Used
6000,100,10.0,Lambretta Li,02/1959,Gasoline,Manual,Used
23990,11785,125.0,Harley-Davidson VRSC V-Rod,09/2017,Gasoline,Manual,Used
6400,13292,118.0,Kawasaki Versys 1000,07/2015,Gasoline,Manual,Used
13990,5145,88.0,Can Am Outlander,05/2018,Gasoline,Automatic,Used
14450,17600,206.15759843345688,Triumph Speed Triple 1050,04/2018,Gasoline,Manual,Used
750,18000,10.0,Kymco Pulsar 125,06/2011,Gasoline,Manual,Used
15299,0,206.15759843345688,Yamaha,01/2021,Gasoline,Manual,New
850,21000,24.0,Suzuki Burgman 250,03/2017,Gasoline,Manual,Used
1690,6553,4.0,Vespa LX 50,06/2013,Gasoline,Manual,Used
37950,23980,175.0,Rewaco RF1,08/2019,Gasoline,Automatic,Used
13500,29000,68.0,Harley-Davidson Softail,07/2000,Gasoline,Manual,Used
12999,13666,71.0,Harley-Davidson,01/2007,Gasoline,Manual,Used
12999,29335,64.0,Harley-Davidson Fat Boy,07/2006,Gasoline,Manual,Used
8000,9000,117.0,Ducati ST 4,05/2004,Gasoline,Manual,Used
1800,11880,14.0,Keeway RKV 125,11/2019,Gasoline,Manual,Used
1990,1,206.15759843345688,Sachs/SFM,06/2020,Electric,Automatic,Used
15800,5800,27.0,Harley-Davidson Flathead,07/1946,Gasoline,Manual,Used
15989,11431,79.0,Harley-Davidson Dyna Wide Glide,05/2014,Gasoline,Manual,Used
6500,30000,46.0,Yamaha TMAX 530,12/2012,Gasoline,Manual,Used
7499,24000,206.15759843345688,Yamaha MT-09,01/2013,Gasoline,Manual,Used
7500,17000,44.0,Honda Shadow 750,09/2018,Gasoline,Manual,Used
27500,17783,160.0,BMW K 1600 B,01/2019,Gasoline,Manual,Used
9500,32500,162.0,Ducati Diavel,01/2011,Gasoline,Manual,Used
2200,11300,12.0,LML Star 200,07/2012,Gasoline,Manual,Used
2300,4330,12.0,Honda SH 125,02/2015,Gasoline,Manual,Used
34990,6290,200.0,Yamaha YZF-R1,09/2019,Gasoline,Manual,Used
18850,19200,206.15759843345688,Ducati XDiavel,09/2017,Gasoline,Manual,Used
1800,50,23.0,Derbi Senda,02/2018,Gasoline,Manual,Used
8200,15000,206.15759843345688,Honda CBR 650,09/2019,Gasoline,Manual,Used
1800,36000,87.0,Kymco Xciting 300i,02/2011,Gasoline,Manual,Used
7590,3860,61.0,Kawasaki Vulcan S,07/2018,Gasoline,Manual,Used
20990,4,136.0,BMW R 1250 RT,01/2020,Gasoline,Manual,Used
1300,6700,4.0,Aprilia SR 50,05/2015,Two Stroke Gasoline,Automatic,Used
9890,7800,77.0,BMW F 750 GS,07/2018,Gasoline,Manual,Used
800,11453,4.0,SYM Jet 50,02/2009,Gasoline,Automatic,Used
7700,2900,206.15759843345688,KTM 790 Duke,07/2019,Gasoline,Manual,Used
22500,100000,206.15759843345688,Harley-Davidson WLA,01/1942,Gasoline,Manual,Antique / Classic
16700,7330,200.0,Yamaha Vmax,02/2015,Gasoline,Manual,Used
13999,0,206.15759843345688,CF Moto CForce 1000,07/2021,Diesel,Manual,Used
7000,60000,75.0,Moto Guzzi 850 Le Mans,01/1981,Gasoline,Manual,Used
2650,6363,12.0,Piaggio Medley 125,08/2019,Gasoline,Automatic,Used
7600,15000,95.0,Ducati Monster 1100,09/2009,Gasoline,Manual,Used
6500,3840,33.0,Yamaha X-Max 400,07/2019,Gasoline,Automatic,Used
10789,19500,53.0,Harley-Davidson Sportster,04/2013,Gasoline,Manual,Used
16250,23500,76.0,Harley-Davidson Fat Boy,05/2010,Gasoline,Manual,Used
24490,900,136.0,BMW R 1250 GS,06/2021,Gasoline,Manual,New
13800,15000,165.0,BMW S 1000 XR,06/2018,Gasoline,Manual,Used
2300,940,125.0,Brixton BX 125,07/2018,Gasoline,Manual,Used
2500,9800,206.15759843345688,Peugeot Satelis 125,06/2015,Gasoline,Manual,Used
20500,1000,160.0,KTM 1290 Super Adventure,06/2021,Gasoline,Manual,Used
48000,100,193.0,Can Am Maverick,01/2021,Gasoline,Manual,Used
9400,12000,113.0,Ducati Multistrada 950,05/2017,Gasoline,Manual,Used
12600,14100,77.0,Harley-Davidson Heritage Softail,02/2011,Gasoline,Manual,Used
1999,1560,4.0,Kymco Like 50,08/2018,Gasoline,Manual,Used
1700,22280,14.0,Peugeot Citystar,05/2013,Gasoline,Automatic,Used
6990,5388,48.0,Kawasaki W 800,01/2016,Gasoline,Manual,Used
13399,1,206.15759843345688,Yamaha Ténéré 700,01/2021,Gasoline,Manual,New
14100,50000,82.0,Harley-Davidson Road King,04/2009,Gasoline,Manual,Used
8000,36000,101.0,Buell X1,09/2001,Gasoline,Manual,Used
14480,0,94.0,BMW F 850 GS,12/2020,Gasoline,Manual,New
6350,13500,54.0,Honda Integra,03/2017,Gasoline,Automatic,Used
8940,1,71.0,Suzuki V-Strom 650,05/2021,Gasoline,Manual,Used
8499,67708,110.0,BMW R 1200 GS,04/2011,Gasoline,Manual,Used
15900,1157,18.0,Moto Guzzi Falcone,05/1963,Gasoline,Manual,Used
6900,16700,46.0,Honda Shadow 750,10/2010,Gasoline,Manual,Used
2495,17025,206.15759843345688,Yamaha TriCity,03/2015,Gasoline,Manual,Used
1350,6500,15.0,Kymco Agility 125,05/2017,Gasoline,Manual,Used
8158,0,206.15759843345688,Honda CB 500,01/2021,Gasoline,Manual,New
1800,33000,29.0,Honda SH 300,01/2010,Gasoline,Manual,Used
15900,1500,110.0,BMW R nineT,01/2020,Gasoline,Manual,Used
9590,16485,206.15759843345688,Yamaha TMAX 530,04/2019,Gasoline,Manual,Used
9400,10333,95.0,Honda CRF 1000,02/2017,Gasoline,Manual,Used
1800,7,8.0,LML Star 125,06/2021,Gasoline,Manual,Used
7499,19999,190.0,Kawasaki ZZR 1400,07/2007,Gasoline,Manual,Used
14490,10455,136.0,BMW R 1250 R,05/2019,Gasoline,Manual,Used
26999,1,152.0,Ducati Diavel,12/2017,Gasoline,Manual,Used
2300,8000,18.0,Mash Black Seven,05/2020,Gasoline,Manual,Used
19950,19800,206.15759843345688,Ducati,04/2018,Gasoline,Manual,Used
15500,15937,206.15759843345688,BMW R 1200 GS,01/2016,Gasoline,Manual,Used
6990,5000,34.0,Yamaha X-Max 400,01/2019,Gasoline,Automatic,Used
9200,30000,206.15759843345688,Yamaha MT-09,09/2018,Gasoline,Manual,Used
14500,1,179.0,KTM 1290 Super Duke R,11/2020,Gasoline,Manual,Used
25000,100,5.0,Moto Guzzi 500 Alce,07/1940,Gasoline,Manual,Used
9500,55000,72.0,Harley-Davidson Dyna Super Glide,01/2006,Gasoline,Manual,Used
6999,10563,206.15759843345688,Honda Integra,04/2016,Gasoline,Manual,Used
13990,17900,193.0,Honda CBR 1000,03/2017,Gasoline,Manual,Used
7500,36000,145.0,Kawasaki Z 1000,12/2011,Gasoline,Manual,Used
16499,19125,206.15759843345688,Ducati Multistrada 1200,04/2017,Gasoline,Manual,Used
7000,70000,54.0,Yamaha XVS 1300,04/2008,Gasoline,Manual,Used
1499,11006,206.15759843345688,Kymco,01/2011,Gasoline,Manual,Used
19600,7500,160.0,Ducati Multistrada 1260,05/2018,Gasoline,Manual,Used
13500,1450,122.0,Indian FTR 1200,05/2021,Gasoline,Manual,Used
14500,9200,200.0,BMW S 1000 RR,08/2017,Gasoline,Manual,Used
6400,6810,52.0,Kymco AK 550,09/2019,Gasoline,Manual,Used
500,2900,4.0,Explorer Spin 50,02/2011,Gasoline,Manual,Used
13650,990,95.0,BMW F 850 GS,03/2021,Gasoline,Manual,Used
1400,6240,3.0,Piaggio Liberty 50,06/2011,Gasoline,Manual,Used
9750,11496,67.0,Harley-Davidson Sportster Forty Eight,05/2010,Gasoline,Manual,Used
1950,850,10.0,Kymco Agility 125,10/2020,Gasoline,Automatic,Used
16490,59400,87.0,Harley-Davidson Street Glide,01/2014,Gasoline,Manual,Used
8200,73000,50.0,BMW R 80,06/1986,Gasoline,Manual,Used
7450,37147,90.0,Yamaha XV 1900,06/2011,Gasoline,Manual,Used
2500,10992,23.0,Kymco X-Town,11/2017,Gasoline,Manual,Used
6450,36900,206.15759843345688,Ducati,01/2012,Gasoline,Manual,Used
8999,21266,206.15759843345688,BMW F 800 GT,05/2018,Gasoline,Manual,Used
16860,7700,67.0,Harley-Davidson Roadster,01/2017,Gasoline,Manual,Used
1950,2000,10.0,Keeway Superlight,04/2021,Gasoline,Manual,Used
14300,0,206.15759843345688,KTM,01/2020,Gasoline,Manual,New
18480,5967,75.0,Harley-Davidson Softail Slim,05/2017,Gasoline,Manual,Used
8500,22000,131.0,Buell XB 12,06/2008,Gasoline,Manual,Used
6289,20577,64.0,Kawasaki Versys 650,04/2013,Gasoline,Manual,Used
6000,23000,50.0,Honda CB 500,05/1972,Gasoline,Manual,Used
7500,20500,35.0,Peugeot Metropolis,10/2018,Gasoline,Automatic,Used
15980,541,109.0,BMW R nineT,04/2021,Gasoline,Manual,Demonstration
1500,5885,11.0,Honda CBF 125,01/2012,Gasoline,Manual,Used
7200,63200,137.0,Triumph Tiger 1200,07/2012,Two Stroke Gasoline,Manual,Used
30990,9500,79.0,Harley-Davidson Fat Boy,03/2014,Gasoline,Manual,Used
800,25000,15.0,Honda CBR 125,06/2009,Gasoline,Manual,Used
8500,1800,170.0,KTM 1190 RC8,04/2015,Gasoline,Manual,Used
30490,10000,79.0,Harley-Davidson Fat Boy,02/2013,Gasoline,Manual,Used
13799,650,206.15759843345688,Honda,12/2020,Gasoline,Manual,Used
12500,8000,144.0,Benelli Tornado RS 900,06/2006,Gasoline,Manual,Used
7000,55000,67.0,BMW R 90 S,07/1974,Gasoline,Manual,Used
8700,4000,120.0,Yamaha MT-09,05/2020,Gasoline,Manual,Used
16995,16000,206.15759843345688,BMW R 1200 RT,01/2017,Gasoline,Manual,Used
38000,1200,98.0,Harley-Davidson Electra Glide,05/2012,Gasoline,Automatic,Used
9590,39953,173.0,KTM 1290 Super Duke R,04/2015,Gasoline,Manual,Used
20507,1717,136.0,BMW R 1250 RT,03/2020,Gasoline,Manual,Demonstration
6000,1,39.0,Suzuki LT-Z 400,01/2006,Gasoline,Manual,Used
240,9000,4.0,Pegasus Sky 50,03/2002,Gasoline,Manual,Used
9990,9321,206.15759843345688,Yamaha TMAX 530,10/2019,Gasoline,Manual,Used
29800,12214,206.15759843345688,Indian Roadmaster,01/2019,Gasoline,Manual,Used
14590,5260,160.0,BMW S 1000 XR,03/2020,Gasoline,Manual,Used
13000,79000,71.0,Harley-Davidson Road King,01/1999,Gasoline,Manual,Used
1950,7900,24.0,Over Bikes,05/2016,Gasoline,Manual,Used
9790,10,75.0,Husqvarna 701 Enduro,02/2021,Gasoline,Manual,Used
12950,0,206.15759843345688,Triumph,01/2021,Gasoline,Manual,New
40355,5,106.0,Harley-Davidson,- (First Registration),Gasoline,Manual,New
14500,14100,95.0,BMW F 850 GS,07/2019,Gasoline,Manual,Used
7500,48600,160.0,BMW K 1300 GT,03/2009,Gasoline,Manual,Used
950,2180,8.0,Others,02/2014,Gasoline,Manual,Used
2300,3600,4.0,Piaggio Primavera,07/2016,Gasoline,Manual,Used
2700,134,11.0,Brixton Felsberg 125,10/2020,Gasoline,Manual,Used
6000,1595,73.0,Ducati Monster 797,08/2019,Gasoline,Manual,Used
8799,0,206.15759843345688,Husqvarna,01/2015,Gasoline,Manual,New
8500,3700,48.0,Yamaha MT-07,05/2020,Gasoline,Manual,Used
6700,23000,56.0,Moto Guzzi V 9,10/2017,Gasoline,Manual,Used
7500,7500,50.0,KTM 250 EXC,12/2011,Two Stroke Gasoline,Manual,Used
16800,7700,79.0,Harley-Davidson Deluxe,07/2014,Gasoline,Manual,Used
6000,16700,63.0,Yamaha XVS 1100,03/2003,Gasoline,Manual,Used
6500,35000,86.0,BMW F 800 GS,05/2014,Gasoline,Manual,Used
14699,2500,125.0,Arctic Cat 1000,01/2020,Gasoline,Manual,Used
11500,13700,65.0,Harley-Davidson Sportster Forty Eight,05/2017,Gasoline,Manual,Used
37000,6800,231.0,Kawasaki Ninja H2,01/2020,Gasoline,Semi-automatic,Used
16900,5350,125.0,BMW R 1200 RT,07/2017,Gasoline,Manual,Used
14990,40000,73.0,Harley-Davidson,07/1996,Gasoline,Manual,Used
13500,2000,95.0,BMW F 850 GS,08/2019,Gasoline,Manual,Used
6500,7000,75.0,Husqvarna Svartpilen,04/2019,Gasoline,Manual,Used
7879,54000,175.0,BMW K 1300 S,06/2009,Gasoline,Manual,Used
19900,40000,79.0,Harley-Davidson Fat Bob,02/2013,Gasoline,Manual,Used
8259,6300,106.0,Triumph Street Triple 765,09/2017,Gasoline,Manual,Used
6600,11876,103.0,Triumph Street Triple R,04/2013,Gasoline,Manual,Used
9500,79000,175.0,Suzuki Hayabusa,04/1999,Gasoline,Automatic,Used
7290,47850,110.0,BMW R 1200 RT,03/2013,Gasoline,Manual,Used
16999,59000,60.0,BMW R 100,04/1993,Gasoline,Manual,Used
18990,88200,82.0,Harley-Davidson Ultra Classic,09/2008,Gasoline,Manual,Used
7250,16600,106.0,Suzuki GSR 750,01/2015,Gasoline,Manual,Used
19600,4853,75.0,Harley-Davidson Softail,03/2017,Gasoline,Manual,Used
1200,34000,22.0,Aprilia Scarabeo,10/2010,Gasoline,Manual,Used
19000,10450,136.0,BMW R 1250 GS,03/2020,Gasoline,Manual,Used
6000,13300,39.0,Ducati Scrambler,04/2018,Gasoline,Manual,Used
6900,33600,110.0,Yamaha XTZ 1200,01/2011,Gasoline,Manual,Used
23500,15850,86.0,Laverda 1200,11/1981,Gasoline,Manual,Used
10950,40336,122.0,BMW R 1200 GS,01/2015,Gasoline,Manual,Used
999,5700,12.0,Sachs/SFM ZX 50,05/2015,Two Stroke Gasoline,Manual,Used
800,17000,14.0,Benelli Caffe Nero,04/2011,Gasoline,Manual,Used
2890,985,12.0,Yamaha NMAX,07/2020,Gasoline,Manual,Used
18700,28044,206.15759843345688,BMW R 1250 RT,12/2018,Gasoline,Manual,Used
7499,22000,206.15759843345688,Yamaha MT-09,01/2013,Gasoline,Manual,Used
3499,3050,11.0,Yamaha XV 125,10/1998,Gasoline,Manual,Used
24999,20805,97.0,Harley-Davidson,01/2016,Gasoline,Manual,Used
8400,65000,110.0,BMW R 1200 RT,03/2012,Gasoline,Manual,Used
7250,32500,110.0,Yamaha XTZ 1200,05/2010,Gasoline,Manual,Used
6980,9000,20.0,Polaris RZR 570,07/2015,Gasoline,Automatic,Used
900,35000,22.0,Aprilia Atlantic 250,06/2010,Gasoline,Manual,Used
2400,6300,15.0,Brixton BX 125,06/2019,Gasoline,Manual,Used
