price,mileage,power,make_model,date,fuel,gear,offer_type
11999,12800,101.0,Suzuki V-Strom 1000,07/2018,Gasoline,Manual,Used
6199,290,206.15759843345688,Honda CB 500,09/2019,Gasoline,Manual,Used
12500,34000,82.0,Harley-Davidson Street Glide,10/2009,Gasoline,Manual,Used
14499,8965,206.15759843345688,Aprilia RSV4,09/2019,Gasoline,Manual,Used
9450,14659,206.15759843345688,MV Agusta,04/2014,Gasoline,Manual,Used
6500,300,38.0,Fantic Caballero 500,06/2021,Gasoline,Manual,Used
16395,648,111.0,BMW R nineT,03/2019,Gasoline,Manual,Used
20000,30000,73.0,Yamaha XVZ 1300,03/1999,Gasoline,Manual,Used
8790,23000,116.0,Yamaha XSR 900,07/2018,Gasoline,Manual,Used
10800,1543,105.0,BMW F 900 R,06/2020,Gasoline,Manual,Used
6600,18600,97.0,Aprilia Dorsoduro,07/2014,Gasoline,Manual,Used
35950,1,206.15759843345688,Harley-Davidson Softail,01/2020,Gasoline,Manual,New
20000,1150,102.0,Can Am Maverick,03/2021,Gasoline,Automatic,Used
11990,9300,90.0,Triumph Scrambler,04/2019,Gasoline,Manual,Used
16500,23014,125.0,BMW R 1200 RT,02/2018,Gasoline,Manual,Used
2600,35000,22.0,Piaggio MP3 YOURBAN,07/2013,Gasoline,Manual,Used
10490,24701,110.0,BMW R 1200 GS,03/2011,Gasoline,Manual,Used
10800,17000,110.0,Ducati Hypermotard 939,03/2016,Gasoline,Manual,Used
400,21462,4.0,Pegasus Corona 50,04/2009,Two Stroke Gasoline,Manual,Used
7750,31600,154.0,KTM 1190 RC8,01/2011,Gasoline,Manual,Used
17500,15000,136.0,BMW R 1250 RT,01/2019,Gasoline,Manual,Used
9100,7750,97.0,Can Am Spyder RS,02/2015,Gasoline,Manual,Used
13390,0,206.15759843345688,Ducati,01/2021,Gasoline,Manual,New
1250,19000,124.0,Suzuki Address,03/2016,Gasoline,Manual,Used
16950,54000,118.0,Honda GL 1800,06/2003,Gasoline,Manual,Used
12450,0,206.15759843345688,Aprilia RS 660,01/2021,Gasoline,Manual,New
17500,1712,99.0,Harley-Davidson Softail,05/1990,Gasoline,Manual,Antique / Classic
6800,5000,206.15759843345688,Honda NC 750,06/2016,Gasoline,Manual,Used
18900,5750,91.0,Harley-Davidson FXDR 114,10/2018,Gasoline,Manual,Used
11999,14417,48.0,Harley-Davidson Iron 883,04/2018,Gasoline,Manual,Used
800,20500,44.0,Kymco Agility 125,08/2015,Gasoline,Manual,Used
14990,3000,200.0,Kawasaki Z H2,01/2020,Gasoline,Manual,Used
9000,26370,175.0,BMW K 1300 S,06/2013,Gasoline,Manual,Used
25000,3000,186.0,BMW R 1250 GS Adventure,07/2020,Gasoline,Manual,Used
13999,0,206.15759843345688,Suzuki,01/2021,Gasoline,Manual,New
11600,8000,95.0,BMW F 850 GS,11/2018,Gasoline,Manual,Used
6250,12550,48.0,Kawasaki Z 800,05/2017,Gasoline,Manual,Used
14489,500,145.0,Honda CB 1000,04/2021,Gasoline,Manual,Used
7400,3450,75.0,Ducati Scrambler,07/2015,Gasoline,Manual,Used
8000,38000,90.0,BMW R 1200 GS,12/2009,Gasoline,Manual,Used
15000,1000,152.0,Ducati XDiavel,02/2018,Gasoline,Manual,Used
1500,6000,5.0,Rieju MRT 50,09/2020,Gasoline,Manual,Used
3690,5,14.0,Mondial,06/2021,Gasoline,Manual,Pre-registered
14990,7435,200.0,Kawasaki Ninja ZX-10R,11/2018,Gasoline,Manual,Used
11399,1,206.15759843345688,Piaggio,01/2021,Gasoline,Manual,New
2790,21277,206.15759843345688,Honda,01/2015,Gasoline,Manual,Used
7500,889,64.0,Arctic Cat 700,11/2015,Gasoline,Automatic,Used
6499,10000,75.0,Yamaha MT-07,01/2019,Gasoline,Manual,Used
10000,19400,160.0,Yamaha MT-10,03/2018,Gasoline,Manual,Used
20000,1700,200.0,Yamaha YZF-R1,03/2020,Gasoline,Manual,Used
13490,28036,206.15759843345688,Others,02/2018,Gasoline,Manual,Used
8000,35000,29.0,MV Agusta 350 S,05/1972,Gasoline,Manual,Used
33900,1950,215.0,Ducati Panigale V4,05/2020,Gasoline,Manual,Used
2100,13400,12.0,Piaggio Medley 125,11/2017,Gasoline,Manual,Used
6500,12649,125.0,Honda CB 1000,03/2010,Gasoline,Manual,Used
2400,26800,14.0,Kymco Super Dink 125,05/2012,Gasoline,Manual,Used
2200,64000,24.0,Honda Forza 300,12/2015,Gasoline,Manual,Used
900,8500,8.0,Kymco K-Pipe 125,07/2014,Gasoline,Manual,Used
13000,27000,64.0,Harley-Davidson Softail,06/2004,Gasoline,Manual,Used
12500,10819,125.0,BMW R 1200 RS,06/2018,Gasoline,Manual,Used
14996,2200,111.0,Ducati SuperSport,03/2021,Gasoline,Manual,Used
8490,3600,206.15759843345688,Kawasaki Z 900,06/2019,Gasoline,Manual,Used
7300,11901,131.0,Ducati 848,03/2011,Gasoline,Manual,Used
7000,14492,137.0,Kawasaki Z 1000,10/2013,Gasoline,Manual,Used
8000,28000,67.0,Triumph Bonneville T100,06/2007,Gasoline,Manual,Used
1900,230,125.0,Keeway Superlight,09/2019,Gasoline,Manual,Used
16249,1140,91.0,Can Am Outlander,07/2020,Gasoline,Automatic,Used
6799,0,206.15759843345688,CF Moto CForce 450,07/2021,Diesel,Manual,Used
11100,13307,77.0,Harley-Davidson Dyna Wide Glide,06/2011,Gasoline,Manual,Used
17499,2100,206.15759843345688,KTM,01/2020,Gasoline,Manual,Used
7200,37000,68.0,BMW R 1200 C Independent,04/2001,Gasoline,Manual,Used
17000,550,95.0,Indian Scout,03/2021,Gasoline,Manual,Used
13490,27247,125.0,BMW R 1200 GS,03/2014,Gasoline,Manual,Used
8990,13100,95.0,Aprilia Shiver 900,05/2020,Gasoline,Manual,Used
6000,31000,71.0,BMW R 850 R,02/2004,Gasoline,Manual,Used
17500,28500,170.0,BMW R 1200 GS Adventure,05/2017,Gasoline,Manual,Used
2850,522,16.0,Yamaha NMAX,04/2018,Gasoline,Automatic,Used
7000,21300,125.0,Honda CB 1000,05/2013,Gasoline,Manual,Used
10999,11000,116.0,Yamaha Tracer 900,01/2020,Gasoline,Manual,Used
12999,790,82.0,Can Am Ryker,03/2019,Gasoline,Manual,Used
16300,0,206.15759843345688,Triumph Tiger 900,01/2021,Gasoline,Manual,New
19999,6357,58.0,Harley-Davidson Softail,06/2008,Gasoline,Manual,Used
10900,13000,206.15759843345688,Ducati Diavel,05/2011,Gasoline,Manual,Used
2200,8200,15.0,Yamaha NMAX,05/2018,Gasoline,Manual,Used
10798,0,206.15759843345688,Honda CBR 650,01/2021,Gasoline,Manual,New
7658,0,206.15759843345688,Honda CMX 500,01/2021,Gasoline,Manual,New
1495,90000,206.15759843345688,Yamaha,08/2010,Gasoline,Manual,Used
16200,50000,90.0,Harley-Davidson Road King,09/2014,Gasoline,Manual,Used
7999,9500,39.0,Yamaha XVS 650,05/2002,Gasoline,Manual,Used
6000,16000,103.0,Ducati 749,05/2006,Gasoline,Manual,Used
14400,59212,206.15759843345688,BMW R 1200 RT,06/2017,Gasoline,Manual,Used
11999,22000,224.0,Harley-Davidson Dyna Street Bob,05/2010,Gasoline,Manual,Used
8799,1,68.0,Kawasaki Ninja 650,12/2021,Gasoline,Manual,Pre-registered
7299,0,206.15759843345688,CF Moto CForce 520,07/2021,Diesel,Manual,Used
8950,19000,120.0,Kawasaki Versys 1000,02/2018,Gasoline,Manual,Used
7000,1,39.0,BMW R 60,05/1973,Gasoline,Manual,Used
12300,0,206.15759843345688,KTM 790 Duke,01/2020,Gasoline,Manual,New
12500,2840,110.0,BMW R nineT,07/2018,Gasoline,Manual,Used
11495,3890,77.0,Triumph Bonneville Bobber,05/2019,Gasoline,Manual,Used
9200,12000,90.0,Honda CB 1100,12/2018,Gasoline,Manual,Used
7000,25500,114.0,Yamaha XSR 900,06/2017,Gasoline,Manual,Used
8100,14600,86.0,BMW F 800 GS Adventure,03/2014,Gasoline,Manual,Used
6200,12684,206.15759843345688,BMW C 400 X,12/2018,Gasoline,Manual,Used
12000,25000,160.0,BMW S 1000 XR,07/2016,Gasoline,Manual,Used
16800,43600,94.0,Harley-Davidson Electra Glide,11/2009,Gasoline,Manual,Used
2500,16521,14.0,Daelim VT 125,07/2001,Gasoline,Manual,Used
12800,19266,49.0,BMW R 80,06/1985,Gasoline,Manual,Used
10500,19600,110.0,BMW R 1200 GS,07/2010,Gasoline,Manual,Used
10489,2200,206.15759843345688,Honda,01/2021,Gasoline,Manual,Used
29990,2436,206.15759843345688,Honda GL 1800,01/2021,Gasoline,Manual,Used
35990,2780,106.0,Harley-Davidson,02/2020,Gasoline,Manual,Used
8500,7979,69.0,Polaris Sportsman 850,02/2010,Gasoline,Automatic,Used
13950,8700,107.0,BMW R 1250 R,08/2019,Gasoline,Manual,Used
7700,6528,175.0,Aprilia Tuono,03/2015,Gasoline,Manual,Used
8000,56000,175.0,BMW K 1300 S,10/2011,Gasoline,Manual,Used
14490,62997,125.0,BMW R 1200 GS,07/2015,Gasoline,Manual,Used
20000,7500,98.0,Harley-Davidson Electra Glide,05/2013,Gasoline,Manual,Used
11900,8876,148.0,Ducati 899 Panigale,09/2015,Gasoline,Manual,Used
1980,300,1.0,Super Soco CUX,08/2019,Electric,Automatic,Demonstration
16400,34480,71.0,Harley-Davidson Softail,03/2009,Gasoline,Manual,Used
11650,19310,182.0,Yamaha YZF-R1,06/2014,Gasoline,Manual,Used
7000,24400,61.0,Laverda 750,06/1970,Gasoline,Manual,Used
12500,16000,150.0,Ducati 899 Panigale,05/2014,Gasoline,Manual,Used
9200,6688,1.0,Triumph Thunderbird Sport,04/2003,Gasoline,Manual,Used
7200,10600,73.0,Ducati Scrambler,05/2015,Gasoline,Manual,Used
10000,95000,122.0,BMW R 1200 GS Adventure,01/2011,Gasoline,Manual,Used
1150,13800,3.0,Kymco Agility 50,07/2017,Gasoline,Manual,Used
12700,42000,160.0,Ducati Multistrada 1200,05/2015,Gasoline,Manual,Used
8500,10500,650.0,Suzuki Burgman 650,10/2018,Gasoline,Manual,Used
800,6200,1.0,Malaguti Ciak 50,01/2012,Two Stroke Gasoline,Automatic,Used
8000,5650,150.0,Suzuki GSX-R 750,04/2015,Gasoline,Manual,Used
13000,11000,67.0,Harley-Davidson Sportster,04/2013,Gasoline,Manual,Used
3449,13621,48.0,Kawasaki ER - 6 N,07/2007,Gasoline,Manual,Used
8490,12791,52.0,Moto Guzzi,09/2017,Gasoline,Manual,Used
12500,9450,197.0,BMW S 1000 RR,07/2012,Gasoline,Manual,Used
20400,2000,136.0,BMW,05/2021,Gasoline,Manual,Demonstration
10900,22300,64.0,Harley-Davidson Softail,07/2005,Gasoline,Manual,Used
10000,15000,95.0,Honda CBR 650,06/2020,Gasoline,Manual,Used
9100,26000,110.0,Ducati Hypermotard 939,04/2016,Gasoline,Manual,Used
6500,29500,95.0,Ducati Hypermotard 1100,09/2009,Gasoline,Manual,Used
10000,36600,125.0,BMW R 1200 GS LC,03/2013,Gasoline,Manual,Used
12990,39346,206.15759843345688,Yamaha FJR 1300,01/2015,Gasoline,Manual,Used
12999,2500,120.0,Indian FTR 1200,07/2020,Gasoline,Manual,Used
200,20000,7.0,Gilera Runner 50,03/2000,Two Stroke Gasoline,Manual,Used
9000,64000,150.0,Ducati Multistrada 1200,04/2012,Gasoline,Manual,Used
8500,9000,111.0,Ducati Monster 821,07/2014,Gasoline,Manual,Used
17990,50485,69.0,BMW R 100 RS,02/1978,Gasoline,Manual,Used
4590,2230,22.0,Vespa GTS 300,07/2014,Gasoline,Automatic,Used
9249,0,206.15759843345688,Kawasaki,01/2021,Gasoline,Manual,New
6490,9700,69.0,Suzuki,03/2016,Gasoline,Manual,Used
8950,54482,68.0,Harley-Davidson Sportster,06/2016,Gasoline,Manual,Used
15999,11500,84.0,Harley-Davidson Road King,04/2011,Gasoline,Manual,Used
11399,1,206.15759843345688,Yamaha XSR 900,01/2021,Gasoline,Manual,New
12950,35019,206.15759843345688,Harley-Davidson,10/1996,Gasoline,Manual,Used
7900,2850,206.15759843345688,Kymco AK 550,03/2018,Gasoline,Manual,Used
8990,20870,135.0,Triumph Speed Triple 1050,05/2015,Gasoline,Manual,Used
19490,2600,102.0,Honda CRF 1100,05/2020,Gasoline,Automatic,Used
82990,0,206.15759843345688,MV Agusta F3,- (First Registration),Gasoline,Manual,New
8490,17000,148.0,Buell 1125 CR,07/2007,Gasoline,Manual,Used
10990,1000,105.0,BMW F 900 R,02/2021,Gasoline,Manual,Demonstration
19990,24000,95.0,Harley-Davidson Road King,09/2009,Gasoline,Manual,Used
1600,20000,10.0,Beta RR 50,06/2014,Gasoline,Manual,Used
6100,12694,75.0,BMW F 700 GS,07/2013,Gasoline,Manual,Used
1000,349,170.0,Peugeot Tweet,06/2011,Gasoline,Manual,Used
6300,14000,54.0,Honda NC 750,06/2018,Gasoline,Manual,Used
7300,15500,98.0,Yamaha XJR 1300,03/2013,Gasoline,Manual,Used
8849,0,206.15759843345688,Kawasaki Versys 650,01/2021,Gasoline,Manual,New
7000,9600,95.0,Triumph Tiger 800,08/2013,Gasoline,Manual,Used
7199,108,5.0,Govecs,07/2020,Electric,Automatic,Demonstration
12490,20400,125.0,BMW R 1200 GS,03/2013,Gasoline,Manual,Used
6500,2700,30.0,Piaggio MP3 350,06/2020,Gasoline,Manual,Used
16000,22360,77.0,Harley-Davidson Dyna Street Bob,06/2017,Gasoline,Manual,Used
7750,31000,110.0,BMW R 1200 RT,04/2009,Gasoline,Manual,Used
16700,5100,158.0,Ducati Multistrada 1260,10/2018,Gasoline,Semi-automatic,Used
6499,1063,206.15759843345688,Kawasaki Z 650,01/2021,Gasoline,Manual,Used
6490,35835,206.15759843345688,KTM,08/2010,Gasoline,Manual,Used
15290,9679,136.0,BMW R 1250 R,02/2019,Gasoline,Manual,Demonstration
10900,3600,80.0,Moto Guzzi V 85,10/2019,Gasoline,Manual,Used
10400,16100,68.0,Harley-Davidson 1200 Custom,03/2013,Gasoline,Manual,Used
9890,8040,79.0,Ducati Scrambler,08/2018,Gasoline,Manual,Used
15945,49238,206.15759843345688,Yamaha FJR 1300,12/2018,Gasoline,Manual,Used
21000,49000,97.0,Honda Gold Wing,06/1995,Gasoline,Manual,Used
6000,43000,84.0,BMW R 1150 R,09/2001,Gasoline,Manual,Used
22890,25516,63.0,Harley-Davidson Softail,09/2011,Gasoline,Manual,Used
1050,4366,1.0,Beeline Memory,07/2018,Two Stroke Gasoline,Automatic,Used
5989,18811,71.0,BMW F 650 GS,03/2009,Others,Manual,Used
7000,1114,65.0,CF Moto CForce 800,07/2016,Gasoline,Manual,Used
8200,52263,150.0,KTM 1190 Adventure,07/2014,Gasoline,Manual,Used
850,6000,125.0,SYM Allo,06/2013,Gasoline,Manual,Used
11490,25500,165.0,BMW S 1000 XR,06/2017,Gasoline,Manual,Used
9400,30385,117.0,Harley-Davidson V-Rod,02/2005,Gasoline,Manual,Used
6900,32000,140.0,Ducati 848,10/2011,Gasoline,Manual,Used
11950,18391,206.15759843345688,Ducati,01/2019,Gasoline,Manual,Used
9500,56000,110.0,BMW R 1200 GS,05/2012,Gasoline,Manual,Used
17690,6800,136.0,BMW R 1250 RT,03/2019,Gasoline,Manual,Used
7590,58000,95.0,Honda CRF 1000,02/2017,Gasoline,Automatic,Used
9000,29000,181.0,Honda CBR 1000,07/2015,Gasoline,Manual,Used
11500,34500,178.0,KTM 1290 Super Duke R,05/2017,Gasoline,Manual,Used
8200,44781,110.0,Yamaha XTZ 1200,03/2012,Gasoline,Manual,Used
750,24983,11.0,Malaguti Blog 125,06/2011,Gasoline,Manual,Used
9500,5200,117.0,Ducati Hypermotard 939,12/2017,Gasoline,Manual,Used
17900,1,116.0,KTM 890 Adventure,06/2021,Gasoline,Semi-automatic,Used
9000,1000,11.0,Piaggio,07/2013,Gasoline,Manual,Used
19000,9000,206.15759843345688,BMW R 1250 GS,01/2020,Gasoline,Manual,Used
15000,140,67.0,Harley-Davidson,08/2020,Gasoline,Manual,Used
900,428,49.0,Kymco Agility 50,06/2012,Gasoline,Manual,Used
130,3466,1.0,Others,02/2005,Two Stroke Gasoline,Manual,Used
11200,16000,80.0,Triumph Bonneville T120,06/2018,Gasoline,Manual,Used
10000,48000,150.0,Ducati Multistrada 1200,07/2013,Gasoline,Manual,Used
9249,0,206.15759843345688,Kawasaki Vulcan S,01/2021,Gasoline,Manual,New
12500,71223,125.0,BMW R 1200 GS,03/2016,Gasoline,Manual,Used
13500,34000,126.0,BMW R 1200 GS,11/2014,Gasoline,Manual,Used
8000,17400,60.0,BMW C 650,09/2018,Gasoline,Manual,Used
7500,13251,113.0,Kawasaki Z 800,10/2016,Gasoline,Manual,Used
6349,28559,75.0,Yamaha MT-07,08/2017,Gasoline,Manual,Used
15999,2500,136.0,BMW R 1250 R,03/2021,Gasoline,Manual,Demonstration
8990,61500,110.0,BMW R 1200 GS Adventure,10/2010,Gasoline,Manual,Used
8976,28879,148.0,Ducati Multistrada 1200,06/2012,Gasoline,Manual,Used
24000,11194,92.0,Indian Roadmaster,02/2020,Gasoline,Manual,Used
33990,7500,90.0,Harley-Davidson Road Glide,05/2018,Gasoline,Manual,Used
12000,7600,200.0,Kawasaki Ninja ZX-10R,08/2010,Gasoline,Manual,Used
15600,22000,205.0,Ducati 1299 Panigale,09/2015,Gasoline,Manual,Used
9500,3400,109.0,Yamaha Tracer 900,12/2020,Gasoline,Manual,Used
19500,4700,158.0,Ducati Multistrada 1260,06/2020,Gasoline,Automatic,Used
11200,18200,193.0,BMW S 1000 RR,12/2014,Gasoline,Manual,Used
15499,0,206.15759843345688,Suzuki V-Strom 1050,01/2021,Gasoline,Manual,New
12300,1500,76.0,BMW F 750 GS,06/2021,Gasoline,Manual,Used
20000,38000,63.0,Harley-Davidson Heritage Softail,10/2000,Gasoline,Manual,Used
2490,912,11.0,Kymco People 125,02/2020,Gasoline,Automatic,Used
6759,17100,75.0,Yamaha MT-07,04/2018,Gasoline,Manual,Used
12990,9010,150.0,Triumph Speed Triple S,07/2018,Gasoline,Manual,Used
17500,15800,126.0,BMW R 1200 GS Adventure,03/2019,Gasoline,Manual,Used
10500,19000,140.0,MV Agusta Brutale 800,05/2018,Gasoline,Manual,Used
10100,2600,65.0,Moto Guzzi V 9,04/2021,Gasoline,Manual,Used
9390,10877,206.15759843345688,BMW R 1200 C Independent,01/2002,Gasoline,Manual,Used
9900,12365,90.0,Yamaha XV 1900,06/2010,Gasoline,Manual,Used
2698,513,4.0,Derbi X-Treme,09/2020,Gasoline,Manual,Used
11750,18804,206.15759843345688,Kawasaki Versys 1000,02/2018,Gasoline,Manual,Used
7160,19500,48.0,BMW F 800 GT,03/2015,Gasoline,Manual,Used
16700,19999,77.0,Ducati,10/1998,Gasoline,Manual,Used
8890,14045,125.0,Kawasaki Z 900,11/2017,Gasoline,Manual,Used
750,38400,18.0,SYM Joymax 300,04/2014,Gasoline,Manual,Used
11900,43527,125.0,BMW R 1200 RT,07/2014,Gasoline,Manual,Used
2000,17600,23.0,Kymco Xciting 300i,02/2013,Gasoline,Manual,Used
10290,2500,206.15759843345688,Kawasaki Z 900,04/2018,Gasoline,Manual,Used
9000,29600,173.0,KTM 1290 Super Duke R,01/2015,Gasoline,Manual,Used
6890,1741,34.0,Yamaha X-Max 400,08/2019,Gasoline,Automatic,Used
9000,19000,65.0,Yamaha TMAX 530,10/2018,Gasoline,Manual,Used
7400,5,31.0,CF Moto CForce 450,01/2020,Gasoline,Manual,Used
27990,6700,206.15759843345688,Honda GL 1800,05/2020,Gasoline,Manual,Used
1250,500,10.0,Suzuki Address,07/2016,Gasoline,Automatic,Used
20000,3000,50.0,Triumph Bonneville T120,05/1967,Gasoline,Manual,Used
10300,13000,160.0,BMW S 1000 R,07/2016,Gasoline,Manual,Used
8690,45900,109.0,BMW R 1200 R,07/2011,Gasoline,Manual,Used
7350,24600,150.0,Suzuki GSX-R 750,01/2012,Gasoline,Manual,Used
17950,38644,73.0,Harley-Davidson Softail,01/2008,Gasoline,Manual,Used
37450,1525,99.0,Harley-Davidson Fat Boy,12/2016,Gasoline,Manual,Used
2700,500,11.0,Peugeot Belville,06/2018,Gasoline,Automatic,Used
7390,31707,113.0,Kawasaki Z 800,02/2013,Gasoline,Manual,Used
985,4837,45.0,Piaggio Typhoon,03/2015,Gasoline,Manual,Used
19990,9896,150.0,Ducati 999,05/2005,Gasoline,Manual,Used
12689,14120,95.0,Victory Kingpin 8-Ball,06/2012,Gasoline,Manual,Used
2800,12000,16.0,Honda SH 150,06/2018,Gasoline,Automatic,Used
11249,17893,173.0,BMW K 1300 R,03/2012,Gasoline,Manual,Used
2800,416,20.0,Piaggio Beverly 300,10/2020,Gasoline,Manual,Used
6800,32000,177.0,Yamaha XJR 1300,10/2015,Gasoline,Manual,Used
11449,7152,160.0,Yamaha MT-10,08/2019,Gasoline,Manual,Used
15000,30690,82.0,Harley-Davidson Street Glide,03/2009,Gasoline,Manual,Used
8800,40000,179.0,KTM 1290 Super Duke R,03/2014,Gasoline,Manual,Used
11500,14201,139.0,Triumph Tiger Explorer,03/2016,Gasoline,Manual,Used
11990,30250,206.15759843345688,Honda Pan European,04/2017,Gasoline,Manual,Used
2000,5000,11.0,Kymco People S 125,05/2018,Gasoline,Automatic,Used
12750,32778,71.0,Harley-Davidson,03/2009,Gasoline,Manual,Used
11000,2005,110.0,BMW R nineT,06/2016,Gasoline,Manual,Used
2100,36000,34.0,Piaggio Beverly 350,05/2012,Gasoline,Manual,Used
9300,1904,53.0,Yamaha YFM 700,05/2016,Gasoline,Manual,Used
6790,17655,125.0,Suzuki GSX-R 600,01/2010,Gasoline,Manual,Used
14500,36159,206.15759843345688,BMW R 1200 GS,03/2015,Gasoline,Manual,Used
7250,24200,106.0,Suzuki GSX-R 750,05/2010,Gasoline,Manual,Used
10990,13957,206.15759843345688,Yamaha Tracer 900,04/2019,Gasoline,Manual,Used
2650,30000,15.0,KTM 125 Duke,08/2013,Gasoline,Manual,Used
10500,50000,11632.0,BMW R 1200 GS,03/2013,Gasoline,Manual,Used
1000,10691,50.0,Piaggio NRG 50,10/2015,Gasoline,Manual,Used
10890,3797,206.15759843345688,KTM,07/2020,Gasoline,Manual,Used
14950,33729,125.0,BMW R 1200 GS Adventure,07/2016,Gasoline,Manual,Used
20000,4000,109.0,Harley-Davidson Custom Bike,01/2009,Gasoline,Manual,Used
11800,20586,125.0,BMW R 1200 R,08/2018,Gasoline,Manual,Used
10900,4050,60.0,BMW C 650 GT,08/2019,Gasoline,Automatic,Used
2750,18248,22.0,Yamaha X-City 250,06/2012,Gasoline,Manual,Used
15300,2592,200.0,Yamaha YZF-R1,12/2016,Gasoline,Manual,Used
15000,68000,82.0,Harley-Davidson Softail,12/2011,Gasoline,Manual,Used
7690,4618,73.0,Ducati Scrambler,05/2016,Gasoline,Manual,Used
8000,20900,73.0,Indian Scout,02/2002,Gasoline,Manual,Used
1200,26000,12.0,Vespa LX 150,03/2010,Gasoline,Automatic,Used
9999,9250,58.0,Honda VT 1300,06/2012,Gasoline,Manual,Used
10500,29000,54.0,Honda X-ADV,05/2019,Gasoline,Automatic,Used
12250,9930,206.15759843345688,KTM 1090 Adventure,01/2018,Gasoline,Manual,Used
1750,409,1.0,Piaggio Zip 25,06/2020,Gasoline,Manual,Used
11000,26229,95.0,BMW F 850 GS,10/2018,Gasoline,Manual,Used
16999,13720,206.15759843345688,Suzuki,01/2011,Gasoline,Manual,Used
16950,14808,54.0,Harley-Davidson,01/2018,Gasoline,Manual,Used
13989,26916,92.0,Kawasaki Zephyr 1100,04/1995,Gasoline,Manual,Used
13000,28000,88.0,Yamaha MT-01,06/2005,Gasoline,Manual,Used
2549,1,4.0,Super Soco CUX,06/2021,Electric,Manual,Used
32800,4815,65.0,Ducati 900 SS,06/1982,Gasoline,Manual,Antique / Classic
13000,10762,160.0,Ducati Multistrada 1200,07/2015,Gasoline,Manual,Used
2100,10600,14.0,Honda CBR 125,05/2010,Gasoline,Manual,Used
11490,27147,148.0,Ducati Multistrada 1200,06/2015,Gasoline,Manual,Used
1690,820,10.0,Kymco Agility 50,02/2020,Gasoline,Automatic,Used
1800,65,5.0,Polini XP 4T,06/2020,Gasoline,Manual,Used
8800,6397,125.0,MV Agusta Brutale 800,04/2015,Gasoline,Manual,Used
2500,46000,33.0,Yamaha X-Max 400,04/2016,Gasoline,Automatic,Used
1500,4024,5.0,Peugeot Speedfight,07/2009,Gasoline,Manual,Used
7999,13500,105.0,KTM 790 Duke,11/2018,Gasoline,Manual,Used
11500,13000,111.0,Ducati Hypermotard 939,06/2017,Gasoline,Manual,Used
18780,1500,165.0,BMW S 1000 XR,06/2021,Gasoline,Manual,Demonstration
1200,35000,11.0,Kymco People S 200i,05/2012,Gasoline,Automatic,Used
6100,836,20.0,CF Moto Terralander,03/2014,Gasoline,Manual,Used
8750,4483,128.0,MV Agusta F3,06/2012,Gasoline,Manual,Used
1500,8809,11.0,Honda CBF 125,11/2010,Gasoline,Manual,Used
10900,15000,50.0,Harley-Davidson Dyna Street Bob,02/2009,Gasoline,Manual,Used
8999,0,206.15759843345688,Yamaha XSR 700,01/2020,Gasoline,Manual,New
13900,9768,206.15759843345688,Honda CRF 1100,06/2020,Gasoline,Manual,Used
11750,10,48.0,BMW F 900 XR,03/2021,Gasoline,Manual,Demonstration
750,6801,4.0,Tauris Fiera 50 Xtreme,12/2011,Two Stroke Gasoline,Automatic,Used
25000,1300,207.0,BMW S 1000 RR,05/2021,Gasoline,Manual,Used
4690,165,206.15759843345688,Beta Alp 200,05/2021,Gasoline,Manual,Used
8250,38036,185.0,Suzuki GSX-R 1000,03/2009,Gasoline,Manual,Used
6987,13500,143.0,Kawasaki Z1000 SX,07/2016,Gasoline,Manual,Used
24500,8500,60.0,BMW R 100 RS,02/1993,Gasoline,Manual,Antique / Classic
1800,37800,22.0,Piaggio MP3 300,06/2012,Gasoline,Manual,Used
16250,19215,200.0,Yamaha Vmax,10/2010,Gasoline,Manual,Used
14445,34612,206.15759843345688,KTM 1290 Super Adventure,08/2018,Gasoline,Manual,Used
7489,44685,113.0,Ducati 996,04/1999,Gasoline,Manual,Used
8299,0,206.15759843345688,Yamaha X-Max 400,01/2020,Gasoline,Manual,New
7499,7000,206.15759843345688,KTM 690 Duke,01/2016,Gasoline,Manual,Used
19500,23000,150.0,Trike BOOM TRIKE,05/2011,Gasoline,Manual,Used
2690,2600,206.15759843345688,Vespa Primavera 50,09/2016,Gasoline,Automatic,Used
6700,16000,75.0,Triumph Street Twin,03/2016,Gasoline,Manual,Used
9000,74548,73.0,Cagiva Elefant 900,02/1991,Gasoline,Manual,Used
22950,989,91.0,BMW R18,09/2020,Gasoline,Manual,Demonstration
13900,3815,95.0,Indian Scout,04/2017,Gasoline,Manual,Used
36495,1216,206.15759843345688,Harley-Davidson,01/2021,Gasoline,Manual,Used
6000,6000,24.0,Yamaha YFM 660,02/2002,Gasoline,Manual,Used
990,8840,4.0,Piaggio Zip 50,04/2017,Gasoline,Automatic,Used
23990,37150,107.0,Harley-Davidson CVO Limited,03/2015,Gasoline,Manual,Used
13590,0,206.15759843345688,Ducati,01/2021,Gasoline,Manual,New
40000,1700,30.0,BMW R 67,06/1956,Gasoline,Manual,Used
1234567,1234567,122.0,BMW R nineT,02/2020,Gasoline,Manual,Used
1600,16634,15.0,Kymco Grand Dink 125,04/2017,Gasoline,Manual,Used
2350,8800,8.0,Erider,04/2018,Electric,Manual,Used
16900,38000,77.0,Harley-Davidson Road King,09/2007,Gasoline,Manual,Used
8990,23365,116.0,Yamaha MT-09,05/2018,Gasoline,Manual,Used
2600,5000,7.0,Piaggio Medley 125,01/2020,Gasoline,Manual,Used
